timestamp,tick,bhaya,vairagya,shraddha,spanda,bhaya_fired,vairagya_fired,shraddha_fired,spanda_fired,cpu_percent,ram_percent,action_class,target_pid,target_name,intensity,execution_success,reason,intent_injected,session_id
2026-03-22T12:20:27.983408,1,0.0917,0.304,0.498,0.3396,0,0,0,0,1.0,59.5,IDLE,,,0.0,1,No action — system nominal,0,20260322_122027
2026-03-22T12:20:29.522466,2,0.1735,0.0,0.0,0.0,0,1,1,1,3.1,59.5,IDLE,,,0.0,1,No action — system nominal,0,20260322_122027
2026-03-22T12:20:30.126601,3,0.3012,0.289,0.4607,0.3919,0,0,0,0,15.9,59.6,PROTECT,3964,python3.11.exe,0.4607,1,[PROTECT] Shraddha=0.461 — python3.11.exe (PID 3964) marked trusted.,0,20260322_122027
2026-03-22T12:20:31.633510,4,0.3776,0.0,0.0,0.0,0,1,1,1,14.9,59.6,ALERT,3964,python3.11.exe,0.3776,1,[ALERT] Bhaya=0.378 — monitoring python3.11.exe (PID 3964). No action yet.,0,20260322_122027
2026-03-22T12:20:33.164582,5,0.4374,0.3002,0.5,0.3835,0,0,0,0,10.3,59.6,PROTECT,3964,python3.11.exe,0.5,1,[PROTECT] Shraddha=0.500 — python3.11.exe (PID 3964) marked trusted.,0,20260322_122027
2026-03-22T12:20:34.705901,6,0.4539,0.0,0.0,0.0,0,1,1,1,0.0,59.6,ALERT,3964,python3.11.exe,0.4539,1,[ALERT] Bhaya=0.454 — monitoring python3.11.exe (PID 3964). No action yet.,0,20260322_122027
2026-03-22T12:20:36.235397,7,0.0,0.3208,0.5,0.3681,1,0,0,0,0.0,59.6,PROTECT,3964,python3.11.exe,0.5,1,[PROTECT] Shraddha=0.500 — python3.11.exe (PID 3964) marked trusted.,1,20260322_122027
2026-03-22T12:20:37.779102,8,0.3811,0.3298,0.0,0.0,0,0,1,1,0.0,59.6,ALERT,3964,python3.11.exe,0.3811,1,[ALERT] Bhaya=0.381 — monitoring python3.11.exe (PID 3964). No action yet.,1,20260322_122027
2026-03-22T12:20:39.325802,9,0.4466,0.0,0.5,0.3844,0,1,0,0,0.9,59.5,PROTECT,3964,python3.11.exe,0.5,1,[PROTECT] Shraddha=0.500 — python3.11.exe (PID 3964) marked trusted.,0,20260322_122027
2026-03-22T12:20:40.863090,10,0.4406,0.2986,0.0,0.0,0,0,1,1,3.7,59.5,ALERT,3964,python3.11.exe,0.4406,1,[ALERT] Bhaya=0.441 — monitoring python3.11.exe (PID 3964). No action yet.,0,20260322_122027
2026-03-22T12:20:42.404394,11,0.4939,0.0,0.5,0.3831,0,1,0,0,0.0,59.5,PROTECT,3964,python3.11.exe,0.5,1,[PROTECT] Shraddha=0.500 — python3.11.exe (PID 3964) marked trusted.,0,20260322_122027
2026-03-22T12:20:43.946816,12,0.5061,0.2778,0.0,0.0,0,0,1,1,14.1,59.5,ALERT,3964,python3.11.exe,0.5061,1,[ALERT] Bhaya=0.506 — monitoring python3.11.exe (PID 3964). No action yet.,0,20260322_122027
2026-03-22T12:20:45.485340,13,0.0,0.3174,0.5,0.3858,1,0,0,0,1.8,59.5,PROTECT,3964,python3.11.exe,0.5,1,[PROTECT] Shraddha=0.500 — python3.11.exe (PID 3964) marked trusted.,1,20260322_122027
2026-03-22T12:20:47.021617,14,0.4062,0.3065,0.0,0.0,0,0,1,1,10.1,59.5,ALERT,3964,python3.11.exe,0.4062,1,[ALERT] Bhaya=0.406 — monitoring python3.11.exe (PID 3964). No action yet.,1,20260322_122027
2026-03-22T12:20:48.552746,15,0.4767,0.0,0.5,0.39,0,1,0,0,4.6,59.5,PROTECT,3964,python3.11.exe,0.5,1,[PROTECT] Shraddha=0.500 — python3.11.exe (PID 3964) marked trusted.,0,20260322_122027
2026-03-22T12:20:50.078017,16,0.4565,0.306,0.0,0.0,0,0,1,1,0.0,59.5,ALERT,3964,python3.11.exe,0.4565,1,[ALERT] Bhaya=0.457 — monitoring python3.11.exe (PID 3964). No action yet.,0,20260322_122027
2026-03-22T12:20:51.622663,17,0.5353,0.0,0.4926,0.3999,0,1,0,0,11.2,59.6,PROTECT,3964,python3.11.exe,0.4926,1,[PROTECT] Shraddha=0.493 — python3.11.exe (PID 3964) marked trusted.,0,20260322_122027
2026-03-22T12:20:53.135416,18,0.515,0.2982,0.0,0.0,0,0,1,1,3.8,59.6,ALERT,3964,python3.11.exe,0.515,1,[ALERT] Bhaya=0.515 — monitoring python3.11.exe (PID 3964). No action yet.,0,20260322_122027
2026-03-22T12:20:54.669606,19,0.5958,0.0,0.4832,0.4069,0,1,0,0,15.9,59.6,PROTECT,3964,python3.11.exe,0.4832,1,[PROTECT] Shraddha=0.483 — python3.11.exe (PID 3964) marked trusted.,0,20260322_122027
