timestamp,tick,bhaya,vairagya,shraddha,spanda,bhaya_fired,vairagya_fired,shraddha_fired,spanda_fired,cpu_percent,ram_percent,action_class,target_pid,target_name,intensity,execution_success,reason,intent_injected,session_id
2026-03-22T12:08:12.511080,1,0.1008,0.2984,0.4882,0.3469,0,0,0,0,5.9,57.4,IDLE,,,0.0,1,No action — system nominal,0,20260322_120812
2026-03-22T12:08:14.037299,2,0.1751,0.0,0.0,0.0,0,1,1,1,2.0,57.4,IDLE,,,0.0,1,No action — system nominal,0,20260322_120812
2026-03-22T12:08:14.641556,3,0.2446,0.3212,0.5,0.3711,0,0,0,0,2.0,57.4,PROTECT,21688,python3.11.exe,0.5,1,[PROTECT] Shraddha=0.500 — python3.11.exe (PID 21688) marked trusted.,0,20260322_120812
2026-03-22T12:08:16.158388,4,0.3001,0.0,0.0,0.0,0,1,1,1,4.1,57.4,IDLE,,,0.0,1,No action — system nominal,0,20260322_120812
2026-03-22T12:08:16.762804,5,0.3572,0.3144,0.0,0.5112,0,0,1,0,5.4,57.4,ALERT,21688,python3.11.exe,0.3572,1,[ALERT] Bhaya=0.357 — monitoring python3.11.exe (PID 21688). No action yet.,0,20260322_120812
2026-03-22T12:08:18.281375,6,0.4086,0.0,0.498,0.0,0,1,0,1,1.0,57.3,PROTECT,21688,python3.11.exe,0.498,1,[PROTECT] Shraddha=0.498 — python3.11.exe (PID 21688) marked trusted.,0,20260322_120812
2026-03-22T12:08:19.787494,7,0.4162,0.2916,0.0,0.3259,0,0,1,0,1.9,57.3,ALERT,21688,python3.11.exe,0.4162,1,[ALERT] Bhaya=0.416 — monitoring python3.11.exe (PID 21688). No action yet.,0,20260322_120812
2026-03-22T12:08:21.297230,8,0.4598,0.0,0.4964,0.0,0,1,0,1,1.8,57.3,PROTECT,21688,python3.11.exe,0.4964,1,[PROTECT] Shraddha=0.496 — python3.11.exe (PID 21688) marked trusted.,0,20260322_120812
2026-03-22T12:08:22.818140,9,0.4672,0.285,0.0,0.331,0,0,1,0,5.3,57.2,ALERT,21688,python3.11.exe,0.4672,1,[ALERT] Bhaya=0.467 — monitoring python3.11.exe (PID 21688). No action yet.,0,20260322_120812
2026-03-22T12:08:24.317244,10,0.5004,0.0,0.4978,0.0,0,1,0,1,1.1,57.2,PROTECT,21688,python3.11.exe,0.4978,1,[PROTECT] Shraddha=0.498 — python3.11.exe (PID 21688) marked trusted.,0,20260322_120812
2026-03-22T12:08:25.836606,11,0.4931,0.2914,0.0,0.3262,0,0,1,0,2.1,57.2,ALERT,21688,python3.11.exe,0.4931,1,[ALERT] Bhaya=0.493 — monitoring python3.11.exe (PID 21688). No action yet.,0,20260322_120812
2026-03-22T12:08:27.350821,12,0.5217,0.0,0.498,0.0,0,1,0,1,1.0,57.2,PROTECT,21688,python3.11.exe,0.498,1,[PROTECT] Shraddha=0.498 — python3.11.exe (PID 21688) marked trusted.,0,20260322_120812
2026-03-22T12:08:28.883747,13,0.4349,0.2854,0.0,0.3307,0,0,1,0,5.1,57.2,ALERT,21688,python3.11.exe,0.4349,1,[ALERT] Bhaya=0.435 — monitoring python3.11.exe (PID 21688). No action yet.,0,20260322_120812
2026-03-22T12:08:30.394859,14,0.4845,0.0,0.489,0.0,0,1,0,1,5.5,57.2,PROTECT,21688,python3.11.exe,0.489,1,[PROTECT] Shraddha=0.489 — python3.11.exe (PID 21688) marked trusted.,0,20260322_120812
2026-03-22T12:08:31.948799,15,0.5118,0.2818,0.0,0.3334,0,0,1,0,6.9,57.2,ALERT,21688,python3.11.exe,0.5118,1,[ALERT] Bhaya=0.512 — monitoring python3.11.exe (PID 21688). No action yet.,0,20260322_120812
2026-03-22T12:08:33.465316,16,0.5488,0.0,0.4888,0.0,0,1,0,1,5.6,57.2,PROTECT,21688,python3.11.exe,0.4888,1,[PROTECT] Shraddha=0.489 — python3.11.exe (PID 21688) marked trusted.,0,20260322_120812
2026-03-22T12:08:34.988745,17,0.5409,0.2854,0.0,0.3307,0,0,1,0,5.1,57.2,ALERT,21688,python3.11.exe,0.5409,1,[ALERT] Bhaya=0.541 — monitoring python3.11.exe (PID 21688). No action yet.,0,20260322_120812
2026-03-22T12:08:36.522346,18,0.5773,0.0,0.4854,0.0,0,1,0,1,7.3,57.2,PROTECT,21688,python3.11.exe,0.4854,1,[PROTECT] Shraddha=0.485 — python3.11.exe (PID 21688) marked trusted.,0,20260322_120812
2026-03-22T12:08:38.073096,19,0.5611,0.2882,0.0,0.3286,0,0,1,0,3.7,57.2,ALERT,21688,python3.11.exe,0.5611,1,[ALERT] Bhaya=0.561 — monitoring python3.11.exe (PID 21688). No action yet.,0,20260322_120812
2026-03-22T12:08:39.586541,20,0.0,0.4104,0.4836,0.0,1,0,0,1,8.2,57.1,PROTECT,21688,python3.11.exe,0.4836,1,[PROTECT] Shraddha=0.484 — python3.11.exe (PID 21688) marked trusted.,0,20260322_120812
2026-03-22T12:08:41.106047,21,0.1189,0.0,0.0,0.379,0,1,1,0,7.3,57.1,IDLE,,,0.0,1,No action — system nominal,0,20260322_120812
2026-03-22T12:08:41.709975,22,0.2045,0.319,0.5,0.0,0,0,0,1,10.9,57.1,PROTECT,21688,python3.11.exe,0.5,1,[PROTECT] Shraddha=0.500 — python3.11.exe (PID 21688) marked trusted.,0,20260322_120812
2026-03-22T12:08:43.214503,23,0.2711,0.0,0.0,0.3381,0,1,1,0,0.0,57.1,IDLE,,,0.0,1,No action — system nominal,0,20260322_120812
2026-03-22T12:08:43.818793,24,0.311,0.3352,0.5,0.0,0,0,0,1,2.8,57.1,PROTECT,21688,python3.11.exe,0.5,1,[PROTECT] Shraddha=0.500 — python3.11.exe (PID 21688) marked trusted.,0,20260322_120812
2026-03-22T12:08:45.336465,25,0.3623,0.0,0.0,0.3396,0,1,1,0,1.0,57.1,ALERT,21688,python3.11.exe,0.3623,1,[ALERT] Bhaya=0.362 — monitoring python3.11.exe (PID 21688). No action yet.,0,20260322_120812
2026-03-22T12:08:46.855832,26,0.3851,0.3368,0.5,0.0,0,0,0,1,2.0,57.1,PROTECT,21688,python3.11.exe,0.5,1,[PROTECT] Shraddha=0.500 — python3.11.exe (PID 21688) marked trusted.,0,20260322_120812
2026-03-22T12:08:48.398706,27,0.4288,0.0,0.0,0.3424,0,1,1,0,2.9,57.1,ALERT,21688,python3.11.exe,0.4288,1,[ALERT] Bhaya=0.429 — monitoring python3.11.exe (PID 21688). No action yet.,0,20260322_120812
2026-03-22T12:08:49.925483,28,0.3153,0.0,0.5,0.0,0,1,0,1,18.6,57.1,PROTECT,21688,python3.11.exe,0.5,1,[PROTECT] Shraddha=0.500 — python3.11.exe (PID 21688) marked trusted.,0,20260322_120812
2026-03-22T12:08:51.432405,29,0.3488,0.2834,0.0,0.3322,0,0,1,0,6.1,57.2,IDLE,,,0.0,1,No action — system nominal,0,20260322_120812
2026-03-22T12:08:52.036181,30,0.4015,0.0,0.498,0.0,0,1,0,1,1.0,57.2,PROTECT,21688,python3.11.exe,0.498,1,[PROTECT] Shraddha=0.498 — python3.11.exe (PID 21688) marked trusted.,0,20260322_120812
2026-03-22T12:08:53.547637,31,0.4151,0.2878,0.0,0.3289,0,0,1,0,3.9,57.2,ALERT,21688,python3.11.exe,0.4151,1,[ALERT] Bhaya=0.415 — monitoring python3.11.exe (PID 21688). No action yet.,0,20260322_120812
2026-03-22T12:08:55.075479,32,0.3804,0.0,0.4924,0.0,0,1,0,1,3.8,57.2,PROTECT,21688,python3.11.exe,0.4924,1,[PROTECT] Shraddha=0.492 — python3.11.exe (PID 21688) marked trusted.,0,20260322_120812
2026-03-22T12:08:56.588406,33,0.3952,0.2898,0.0,0.3276,0,0,1,0,3.0,57.1,ALERT,21688,python3.11.exe,0.3952,1,[ALERT] Bhaya=0.395 — monitoring python3.11.exe (PID 21688). No action yet.,0,20260322_120812
2026-03-22T12:08:58.094830,34,0.4704,0.0,0.4736,0.0,0,1,0,1,13.2,57.1,PROTECT,21688,python3.11.exe,0.4736,1,[PROTECT] Shraddha=0.474 — python3.11.exe (PID 21688) marked trusted.,0,20260322_120812
2026-03-22T12:08:59.611168,35,0.4677,0.2918,0.0,0.3261,0,0,1,0,2.0,57.1,ALERT,21688,python3.11.exe,0.4677,1,[ALERT] Bhaya=0.468 — monitoring python3.11.exe (PID 21688). No action yet.,0,20260322_120812
2026-03-22T12:09:01.115860,36,0.5234,0.0,0.4796,0.0,0,1,0,1,10.2,57.1,PROTECT,21688,python3.11.exe,0.4796,1,[PROTECT] Shraddha=0.480 — python3.11.exe (PID 21688) marked trusted.,0,20260322_120812
