timestamp,tick,bhaya,vairagya,shraddha,spanda,bhaya_fired,vairagya_fired,shraddha_fired,spanda_fired,cpu_percent,ram_percent,action_class,target_pid,target_name,intensity,execution_success,reason,intent_injected,session_id
2026-03-22T12:22:50.538256,1,0.1363,0.2686,0.462,0.3666,0,0,0,0,19.0,59.2,IDLE,,,0.0,1,No action — system nominal,0,20260322_122250
2026-03-22T12:22:52.082019,2,0.2025,0.0,0.0,0.0,0,1,1,1,0.0,59.3,IDLE,,,0.0,1,No action — system nominal,0,20260322_122250
2026-03-22T12:22:52.685500,3,0.2725,0.3156,0.5,0.3724,0,0,0,0,2.9,59.3,PROTECT,20548,python3.11.exe,0.5,1,[PROTECT] Shraddha=0.500 — python3.11.exe (PID 20548) marked trusted.,0,20260322_122250
2026-03-22T12:22:54.199659,4,0.3323,0.0,0.0,0.0,0,1,1,1,6.5,59.3,IDLE,,,0.0,1,No action — system nominal,0,20260322_122250
2026-03-22T12:22:54.803340,5,0.3761,0.3192,0.5,0.3697,0,0,0,0,1.1,59.3,PROTECT,20548,python3.11.exe,0.5,1,[PROTECT] Shraddha=0.500 — python3.11.exe (PID 20548) marked trusted.,0,20260322_122250
2026-03-22T12:22:56.326477,6,0.4024,0.0,0.0,0.0,0,1,1,1,0.0,59.3,ALERT,20548,python3.11.exe,0.4024,1,[ALERT] Bhaya=0.402 — monitoring python3.11.exe (PID 20548). No action yet.,0,20260322_122250
2026-03-22T12:22:57.839075,7,0.0,0.3702,0.5475,0.3681,1,0,0,0,0.0,59.3,PROTECT,20548,python3.11.exe,0.5475,1,[PROTECT] Shraddha=0.547 — python3.11.exe (PID 20548) marked trusted.,1,20260322_122250
2026-03-22T12:22:59.356935,8,0.1014,0.0,0.0,0.0,0,1,1,1,5.0,59.3,IDLE,,,0.0,1,No action — system nominal,0,20260322_122250
2026-03-22T12:22:59.960801,9,0.1862,0.3172,0.5,0.3712,0,0,0,0,2.1,59.3,PROTECT,20548,python3.11.exe,0.5,1,[PROTECT] Shraddha=0.500 — python3.11.exe (PID 20548) marked trusted.,0,20260322_122250
2026-03-22T12:23:01.468548,10,0.3093,0.0,0.0,0.0,0,1,1,1,18.1,59.2,IDLE,,,0.0,1,No action — system nominal,0,20260322_122250
2026-03-22T12:23:02.071580,11,0.3593,0.3172,0.5,0.3711,0,0,0,0,2.0,59.4,PROTECT,20548,python3.11.exe,0.5,1,[PROTECT] Shraddha=0.500 — python3.11.exe (PID 20548) marked trusted.,0,20260322_122250
2026-03-22T12:23:03.594135,12,0.3951,0.0,0.0,0.0,0,1,1,1,2.7,59.3,ALERT,20548,python3.11.exe,0.3951,1,[ALERT] Bhaya=0.395 — monitoring python3.11.exe (PID 20548). No action yet.,0,20260322_122250
2026-03-22T12:23:05.118684,13,0.4285,0.3192,0.5,0.3697,0,0,0,0,1.1,59.3,PROTECT,20548,python3.11.exe,0.5,1,[PROTECT] Shraddha=0.500 — python3.11.exe (PID 20548) marked trusted.,0,20260322_122250
